row_id,source_page,source_row,company,added_date,description,website,headcount,employees,country,region,city,url_slug,ownership_type,founded,total_funding_m,last_funding_amount_m,last_funding_date,last_funding_type,last_funding_lead_investor,investor_type,investors,investment_count,company_address,growth_3mo_headcount,growth_6mo_headcount,growth_1yr_headcount,growth_2yr_headcount,growth_3yr_headcount,growth_4yr_headcount,growth_5yr_headcount,growth_3mo_web_traffic,growth_extra_1,growth_extra_2,qa_pass,qa_flags
302,2,122,Pico,"Jul 28, 2025 12.57 PM",Pico MES is a technology solutions company that specializes in digital manufacturing_,picomes.com,11-50,,United States,(USA),California,San Francisco,Venture Capital,2017,16.1,12.3,"Aug 21, 2023",Series,Congruent Ventures,nla,Congruent Venture,,"San Francisco, CA 94116, US",~3%,~31%,-31%,~15%,6 %,28%,77%,433%,134%,,yes,
303,2,123,EASANTJRRA,"Jul 28, 2025 12.57 PM","Mabang Technology Co , Ltd. comoanv specializing in cross ;-border e .. software",mabangerp.com,"501-1,000",,China,Shanghai,Minhang,mabangerp,Venture Capital,2010,77.2,44.2,"May 15, 2022",Series,MNTtz VRMTJRRA ],nla,Srmrt12,,"May 15, 2022",-13%,~7%,-8 %,,,,,,,,yes,
304,2,124,MNZRATTJRRA,,"MNZRATTJRRA ] 28, 2025 12.57 PM Aiju Technology is : company specializing white-collar service -commerce ecbao cn",,201-500,,China,Zhejiang,Hangzhou,%e6%9d%ad%e5__,,,,,,,,,,,,,,,,,,,,,,no,missing_added_date ; missing_website ; missing_last_funding_type
305,2,126,TrusTrace,"Jul 28, 2025 12.57 PM",software provider that specializes supply chain traceability solutio,trustrace.com,51-200,175,Sweden,Stockholm,Stockholm,tr istrace,Private Equity,2016,31.6,23.9,"Jan 17, 2024",Series,Circularity Capital,nla,Industrifonden,,"Central Stockholm; Stockholm, SE",3%,5%,17%,52%,76%,173%,464%,-19%,,,yes,
306,2,127,LogicLadder,"Jul 28, 2025 12.57 PM",LogicLadder E provider that offers solutions for energy_. sustainability software,logicladder.com,51-200,,India,Haryana,Gurugram,logicladder,Venture Capital,2011,2.8,2.5,Jun 2024,Series,Rainmatter by Zerodha,nla,JioGenNext,,"Unitech Cyber Park; Sector 39; Gurugram,",-10%,24%,60%,26 %,32%,,,,,,yes,
307,2,128,Luzmo,,"~Luzmo ~Jul 28, 2025 12.57 PM 2025 12.57 PM Luzmo is a SaaS provider specializing in analytics software for businesses. analytics software for businesses SaaS provider specializing in offers_ offers",luzmo.com,51-200,,United States,(USA),New York,Brooklyn,,,,,,,,,,,,,,,,,,,,,,no,missing_added_date ; missing_last_funding_type
308,2,129,Proton.ai,"Jul 28, 2025 12.57 PM",Proton providing Al-powered CRM and sales providing Al-powered CRM and sales: software company that specializes,proton.ai,11-50,,United States,(USA),Massachusetts,Cambridge,Venture Capital,2018,20,20,"Jan 17, 2022",Series,Abstract,nla,bossa,20,"160 Alewife Brook Pkwy; #1147; Cambridge, Massachusetts",6 %,12%,34%,44%,72%,313%,8 %,,,,yes,
309,2,130,Coefficient,"Jul 28, 2025 12.57 PM","Jul 28,2025 12.57 PM ~company that provides tools for connecting _. company thaj Coefficient is provides tools for connecting _ data automation software",coefficient.io,51-200,,United States,(USA),California,Palo Alto,Venture Capital,2020,24.7,,Nov 2022,Series,Battery Ventures,Corporate,S28capital com,,"Palo Alto, CA 94301, US",6 %,3%,3 %,17%,60%,214%,407%,725%,-0%,0%,yes,
310,2,131,Zthonline,"Jul 28, 2025 12.57 PM","7thonline, Inc. is a SaaS provider specializing Zthonline, Inc. in demand planning and inventory _. demand planning and SaaS provider inventorv_. 'specializing",zthonline.com,201-500,,United States,(USA),New York,New York,Private Equity,1999,23,,"Sep 30, 2001",Series,Chazen Capital Partners,nla,Stonehenge Capit;,23,"New York, NY 10018, US",8%,4%,~7%,-7%,-10%,-23%,~36%,-36%,~0%,0%,yes,
311,2,132,AfterShip,"Jul 28, 2025 12.57 PM","28, 2025 12.57 PM AfterShip is AfterShip E eCommerce solutions, offering software for_ eCommerce solutions, offering software for__. SaaS company specializing in",aftership.com,201-500,341,Singapore,nla,nfa,nla,Private Equity,2012,69,39,"Apr 21, 2021",Series,Tiger Global,nfa,nla,39,"Singapore, SG",3%,2%,2 %,23%,91%,251%,520%,,,,yes,
312,2,133,InstaFreight,"Jul 28, 2025 12.57 PM",InstaTechnologies GmbH is a logistics InstaTechnologies CmbH is technology provider that offers logistics digital_.,instafreight.de,,,,,,,Other Financial,2016,75.2,20,Mar 2022,Series,European Investment Bank,nla,European Investm,20,"OranienstraBe 25; Berlin, 10999, DE",-35%,35%,-58%,-68%,-59%,-38%,,,,,yes,
313,2,134,Remarcable,"Jul 28, 2025 12.57 PM",JJul 28 2025 12.57 PM that offers services in procurement; tool__. that offers services business solutions provider procurement; tool_.,remarcable.com,51-200,,United States,(USA),Ohio,Cleveland,Private Equity,2018,,,Jun: 2025,Series,Insight Partners,nla,Insight Partners,,"Cleveland Area; Cleveland, Ohio, US",26%,51%,82%,194%,562%,550%,,,,,yes,
314,2,135,Tajir,"Jul 28, 2025 12.57 PM",provides an online platform for independent_ provides an online platform for independent_. Tajir is a retail distribution company that tajirapp,tajir.app,11-50,241,Pakistan,Punjab,Lahore,tajir-app,Venture Capital,2018,18.9,23,Jun 2021,Series,aavcf.com,nla,Flexport,23,"Gulberg; Lahore, Punjab 54000,PK",1%,~6%,~6 %,6%,6 %,~2%,2%,47%,346%,506 %,yes,
315,2,136,Sparta,,"~ul 28 28, 2025 12.57 PM 2025 12.57 PM Sparta Commodities provider specializing provider special lizing ` Jin commodities trading commodities trading: market intelligence spartacommodities €",,51-200,186,"""186",186,Switzerland,Geneva,,,,,,,,,,,,,,,,,,,,,,no,missing_added_date ; missing_website ; missing_last_funding_type
316,2,137,Aforza,"Jul 28, 2025 12.57 PM",~solutions for the consumer products industr _. solutions for the consumer products industr _. Aforza is software company specializing in,aforza.com,51-200,70,(UK),United Kingdom,England,London,Venture Capital,2019,22,,"Aug 11, 2021",Series,Bonfire Ventures,nla,DN Capital,22,"London, SET 7LY, GB",1%,11%,4%,55%,204%,40%,,,,,yes,
317,2,138,WSWX#RITTRA,"Jul 28, 2025 12.57 PM",Hoteam Software specializing in software solutions for produc__ C _ ETae technology company Fe,hoteamsoft.com,"501-1,000",,China,Shandong,~Jinan,%es%blbl%ea__,Venture Capital,1993,106.6,13.9,"Jun 19, 2023",Series,China Internet Investment F,nla,Harvest Capital,,"Jun 19, 2023",48%,4%,84%,-33%,-19%,,,,,,yes,
318,2,139,Analyticalways,,JJul 28 2025 12.57 PM company specializing in inventory_ white-collar service,analyticalways.com,51-200,,Spain,Madrid,Alcobendas,arialyticalways,,,,,,,,,,,,,,,,,,,,,,no,missing_added_date ; missing_last_funding_type
319,2,140,Sitoa Corporation,,~ul 28 2025 12.57 PM Sitoa e-commerce solutions. The company offers. technology provider specializing in,sitoa.net,51-200,,United States,(USA),California,Palo Alto,,,,,,,,,,,,,,,,,,,,,,no,missing_added_date ; missing_last_funding_type
320,2,141,Ninjacart,,JJul 28 2025 12.57 PM Ninjacart is an agritech company that provides digital platform connecting_,ninjacart.com,"1,001-5,000","3,123",India,Karnataka,Bengaluru,ninja-cart,,,,,,,,,,,,,,,,,,,,,,no,missing_added_date ; missing_last_funding_type
321,2,142,HowGood,,JJul 28 2025 12.57 PM company that provides sustainability consulting SaaS platform for__.,howgood.com,51-200,,United States,(USA),New York,Stone Ridge,,,,,,,,,,,,,,,,,,,,,,no,missing_added_date ; missing_last_funding_type
322,2,143,Zippedi,,JJul 28 2025 12.57 PM Zippedi is provides innovative solutions for inventory_. retail technology company that,zippedi.com,51-200,,United States,(USA),California,Silicon Valley,,,,,,,,,,,,,,,,,,,,,,no,missing_added_date ; missing_last_funding_type
323,2,144,EXRMMINRTRA,,EXRMMINRTRA] JJul 28 2025 12.57 PM Black Lake Technologies specializing in digital transformation solution__ SaaS provider,blacklake.cn,"501-1,000",,China,Shanghai,Shanghai,%e4%b8%8a%e6_.,,,,,,,,,,,,,,,,,,,,,,no,missing_added_date ; missing_last_funding_type
324,2,145,mantis group,,2025 12.57 PM Mantis specializing in warehouse management_. logistics software provider,,51-200,,Greece,Regional Unit,North Athens,Chalandri,,,,,,,,,,,,,,,,,,,,,,no,missing_added_date ; missing_website ; missing_last_funding_type
325,2,146,Papeterie Discount,,"28, 2025 12.57 PM Ma Papeterie Discount is specializing in school and office supplies It_._ retail company mapapeteriediscouni",altoinvest.fr,201-500,,9R Martinique,Fort-De-France,Le Lamentin,Ipeterie-discount,,,,,,,,,,,,,,,,,,,,,,no,missing_added_date ; missing_last_funding_type
326,2,147,ERPFlex Software de Gestao,,JJul 28 2025 12.57 PM specializes ERPFlex is software company that providing integrated__,com.br,51-200,,Brazil,Sao Paulo,Sao Paulo,~du-gest-o,,,,,,,,,,,,,,,,,,,,,,no,missing_added_date ; missing_last_funding_type
327,2,148,Omak,,"28, 2025 12.57 PM that offers comprehensive management_. OMAK is cloud-based POS solution provider",omak.co,11-50,,Sri Lanka,Western,Colombo,oinak-technologies -,,,,,,,,,,,,,,,,,,,,,,no,missing_added_date ; missing_last_funding_type
328,2,149,Intelipost,,~ul 28 2025 12.57 PM Intelipost is a logistics technology provider that specializes in freight management and_,com.br,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,missing_added_date ; missing_last_funding_type
329,2,150,Cave,,+Z#E JJul 28 2025 12.57 PM that provides innovative solutions for logistic __ PZ#E logistics technology company,sinoiov.com,51-200,,China,Beijing,Beijing,%e4%b8%ad%ea_,,,,,,,,,,,,,,,,,,,,,,no,missing_added_date ; missing_last_funding_type
330,2,151,FieldPulse,,JJul 28 2025 12.57 PM in field service management solutions It_. software company specializing,fieldpulse.com,51-200,124,United States,(USA),Texas,Dallas,,,,,,,,,,,,,,,,,,,,,,no,missing_added_date ; missing_last_funding_type
331,2,152,Focal Systems,,"28, 2025 12.57 PM Focal Systems is specializing in automation solutions for brick _. retail technology provider focal systems",,51-200,135,United States,(USA),California,Burlingame,,,,,,,,,,,,,,,,,,,,,,no,missing_added_date ; missing_website ; missing_last_funding_type
332,2,153,Join,,"28, 2025 12.57 PM Join is a software company that provides collaborative project delivery platform for th__ join build",,11-50,,United States,(USA),California,Oakland,,,,,,,,,,,,,,,,,,,,,,no,missing_added_date ; missing_website ; missing_last_funding_type
333,2,154,Cave,,"Zdaly 28, 2025 12.57 PM Zdaly is a technology company specializing in integrated Al solutions for project__.",zdaly.com,11-50,,United States,(USA),Texas,Houston,,,,,,,,,,,,,,,,,,,,,,no,missing_added_date ; missing_last_funding_type
334,2,155,Cave,,"Babtec Informationssysteme GmbH ul 28, 2025 12.57 PM Babtec Informationssysteme GmbH is a software company specializing quality _",babtec.de,201-500,174,Germany,North Rhine,Westphalia,Wuppertal,,,,,,,,,,,,,,,,,,,,,,no,missing_added_date ; missing_last_funding_type
335,2,156,FreshOffice,,"28, 2025 12.57 PM software provider that offers a comprehensi__. business management freshoffice",,51-200,,nla,Singapore,nla,nla,,,,,,,,,,,,,,,,,,,,,,no,missing_added_date ; missing_website ; missing_last_funding_type
336,2,157,Cave,,"Khid First Insight; Inc. 28, 2025 12.57 PM specializes First Insight is providing retail decision-maki_. consulting firm that",firstinsight.com,51-200,124,United States,(USA),Pennsylvania,Warrendale,,,,,,,,,,,,,,,,,,,,,,no,missing_added_date ; missing_last_funding_type
337,2,158,Khid,,"Motion 28, 2025 12.57 PM Motion is a productivity software company that offers an Al-driven calendar and project __",usemotion.com,51-200,104,United States,(USA),California,Mountain View,,,,,,,,,,,,,,,,,,,,,,no,missing_added_date ; missing_last_funding_type
338,2,159,Explorium,,"28, 2025 12.57 PM Explorium is specializes in predictive prospecting; lead. data solutions provider that",explorium.ai,51-200,,United States,(USA),California,San Mateo,,,,,,,,,,,,,,,,,,,,,,no,missing_added_date ; missing_last_funding_type
339,2,160,Khid,,"Nextail 28, 2025 12.57 PM Nextail is a merchandise planning software provider that specializes in solutions for the:",nextail.co,51-200,,Spain,Madrid,Madrid,extaillabs,,,,,,,,,,,,,,,,,,,,,,no,missing_added_date ; missing_last_funding_type
340,2,161,Covasoft,,"28, 2025 12.57 PM specializing in cannabis retail solutions The: Cova Software technology provider",covasoft.com,51-200,,United States,(USA),Texas,Austin,,,,,,,,,,,,,,,,,,,,,,no,missing_added_date ; missing_last_funding_type
341,2,162,Zipline,,"28, 2025 12.57 PM Zipline is offers comprehensive platform designed retail technology provider that",getzipline.com,51-200,143,United States,(USA),California,San Francisco,,,,,,,,,,,,,,,,,,,,,,no,missing_added_date ; missing_last_funding_type
342,2,163,Cave,,"Wise Systems, Inc. 28, 2025 12.57 PM Wise Systems specializing in last-mile delivery and routing-_ software company",wisesystems.com,51-200,,United States,(USA),Massachusetts,Boston,,,,,,,,,,,,,,,,,,,,,,no,missing_added_date ; missing_last_funding_type
343,2,164,Imperia SCM,,"28, 2025 12.57 PM Imperia SCM is a software company specializing in supply chain management__.",imperiascm.com,51-200,,Spain,Valencian,Community,Valencia,,,,,,,,,,,,,,,,,,,,,,no,missing_added_date ; missing_last_funding_type
344,2,165,Cave,,"Capmo ul 28, 2025 12.57 PM ~software provider that offers solutions for__ Capmo construction management",capmo.com,51-200,,Germany,Bavaria,Munich,caipmo,,,,,,,,,,,,,,,,,,,,,,no,missing_added_date ; missing_last_funding_type
345,2,166,UserEvidence,,"28, 2025 12.57 PM UserEvidence is a customer evidence platform that provides BZB software",userevidence.com,11-50,,United States,(USA),Wyoming,Jackson,,,,,,,,,,,,,,,,,,,,,,no,missing_added_date ; missing_last_funding_type
346,2,167,Productboard,,"ul 28, 2025 12.57 PM Productboard is specializes product management solution _. software company that",productboard.com,201-500,331,United States,(USA),California,San Francisco,,,,,,,,,,,,,,,,,,,,,,no,missing_added_date ; missing_last_funding_type
347,2,168,Cart com,,"~Jul 28, 2025 12.57 PM specializing in Cart com is technology company commerce solutions and . cart com 783",cart.com,"1,001-5,000",783,United States,(USA),Texas,Houston,,,,,,,,,,,,,,,,,,,,,,no,missing_added_date ; missing_last_funding_type
348,2,169,ONE LOGIC,,"28, 2025 12.57 PM specializing in data management solutions One Data is technology company",onelogic.ai,51-200,,nla,Germany,Bavaria,Passau,,,,,,,,,,,,,,,,,,,,,,no,missing_added_date ; missing_last_funding_type
349,2,170,Coolfire,,"~Jul 28, 2025 12.57 PM specializes Coolfire Solutions work management software company that and _ coolfiresolutions con",,51-200,,United States,(USA),Missouri,St: Louis,,,,,,,,,,,,,,,,,,,,,,no,missing_added_date ; missing_website ; missing_last_funding_type
350,2,171,Cozero,,"~Jul 28, 2025 12.57 PM provider that Cozero is carbon management software offers an end-to-end solution -",cozero.io,11-50,,Germany,Berlin,Berlin,crizero-io,,,,,,,,,,,,,,,,,,,,,,no,missing_added_date ; missing_last_funding_type
351,2,172,Hypersonix Inc,,"~Jul 28, 2025 12.57 PM Hypersonix specializing in Al-driven solutions for the technology company ret . hypersonixai",,51-200,,United States,(USA),California,San Jose,,,,,,,,,,,,,,,,,,,,,,no,missing_added_date ; missing_website ; missing_last_funding_type
352,2,173,N-Squared eCommerce,,"~Jul 28, 2025 12.57 PM N-Squared eCommerce is a leading eCommerce solutions provider operating in__. nsquared.asia",chanwanich.com,51-200,162,Thailand,Bangkok,Watthana,squared-,,,,,,,,,,,,,,,,,,,,,,no,missing_added_date ; missing_last_funding_type
353,2,174,Amper Technologies,,"~Jul 28, 2025 12.57 PM that specializes in operational management __ Amper is manufacturing software provider amper Xyz",,11-50,,United States,(USA),Illinois,Chicago,,,,,,,,,,,,,,,,,,,,,,no,missing_added_date ; missing_website ; missing_last_funding_type
354,2,175,plancraft,"Jul 28, 2025 12.57 PM",cloud-based solutions for tradespeople and_. Plancraft is software company that provides,plancraft.de,51-200,104,Germany,Hamburg,Hamburg,plancraft-software,Venture Capital,2020,15.1,,Jun 2024,Series,BitStone Capital,nla,xdeck,,"Flora-Neumann-StraBe 6; Hamburg; 20357, DE",18 %,42%,141%,235%,642%,055%,-94%,,,,yes,
355,2,176,Wangdiantong,,"~Jul 28, 2025 12.57 PM Beijing Zhangshang Xianji Network Technology Co , Ltd. is software company_",wangdian.cn,"1,001-5,000",,nla,China,Beijing,Beijing,,,,,,,,,,,,,,,,,,,,,,no,missing_added_date ; missing_last_funding_type
356,2,177,Lumber,,"~Jul 28, 2025 12.57 PM LumberFi is = management company that provides softwa construction workforce",lumberfi.com,51-200,136,United States,(USA),California,San Jose,,,,,,,,,,,,,,,,,,,,,,no,missing_added_date ; missing_last_funding_type
357,2,178,Rebuy Engine,"Jul 28, 2025 12.57 PM",Rebuy specializing white-collar service company ecommerce personalization __.,rebuyengine.com,51-200,122,United States,(USA),New York,New York,Venture Capital,2017,21.4,,"Feb 23,2023",Series,Dynamism Capital,nla,Apple Core Holdin,,"Distributed, US",0%,1%,2%,16%,134%,120%,000%,-13%,,,yes,
358,2,179,SparkPlug,,"~Jul 28, 2025 12.57 PM SparkPlug is incentive management solutions for the_. software provider specializing",sparkplug.app,11-50,,United States,(USA),California,San Francisco,,,,,,,,,,,,,,,,,,,,,,no,missing_added_date ; missing_last_funding_type
359,2,180,LBB,"Jul 28, 2025 12.57 PM",LBB is a technology company that specializes in mobile ordering solutions for the food__,ibb.co,201-500,,nla,~Japan,Osaka,Osaka,Venture Capital,2018,2.3,,Feb 2022,Series,nla,nla,() Z7ls,,,,,,,,,,,,,yes,
360,2,181,RIaUtiRXRRTRA,,"RIaUtiRXRRTRA] ~Jul 28, 2025 12.57 PM #ia%tz is a software company specializing digital solutions for the fast-moving_.",zhoupu123.com,"501-1,000",,China,Jiangsu,Nanjing,%e8988%9f%e8_,,,,,,,,,,,,,,,,,,,,,,no,missing_added_date ; missing_last_funding_type
361,2,182,Kiddom,"Jul 28, 2025 12.57 PM",Kiddom is an educational technology provider that offers comprehensive digital curriculu__.,kiddom.co,51-200,185,United States,(USA),California,San Francisco,Venture Capital,2015,56.5,,"Aug 12, 2021",,,,,,"San Francisco, California, US",20%,33%,34%,112%,101%,172%,262%,-29%,,,no,missing_last_funding_type
362,2,183,Tropic,,"~Jul 28, 2025 12.57 PM company that provides solutions for finance: Tropic is spend management software",tropicapp.io,201-500,307,United States,(USA),nla,nla,,,,,,,,,,,,,,,,,,,,,,no,missing_added_date ; missing_last_funding_type
363,2,184,Crofarm,"Jul 28, 2025 12.57 PM",company that connects farmers with __. Crofarm Agriproducts Pvt Ltd is an agri-tech,crofarm.com,"501-1,000",,India,Haryana,Gurugram,crofarm,Private Equity,2016,29.3,25.5,"Dec 12, 2021",Series,WestBridge Capital,nla,India Accelerator,,"37 Arjun Marg; DLF Phase 1; Gurgaon; Haryana 122002, IN",~8 %,-12%,-16%,-16 %,-10%,2%,66 %,150%,,,yes,
364,2,185,Kargo Technologies,,"~Jul 28, 2025 12.57 PM Kargo Technologies is that provides comprehensive transportation _. logistics company",kargo.tech,51-200,298,Indonesia,Jakarta,Jakarta,keirgotech,,,,,,,,,,,,,,,,,,,,,,no,missing_added_date ; missing_last_funding_type
365,2,186,Mushiny Intelligence,"Jul 28, 2025 12.57 PM",Mushiny is a robotics company specializing in intelligent logistics solutions: They provide .,mushiny.com,201-500,,China,Jiangsu,Suzhou,mushiny-,Venture Capital,2016,,,"Jul 13, 2022",Series,topping-capital com,nla,topping-capital.co,,"Suzhou Industry Park Xingpu Road #333; Suzhou, Jiangsu; CN",~1%,33%,3%,6%,54%,192%,310%,446%,,,yes,
366,2,187,Qapla',,"~Jul 28, 2025 12.57 PM provider specializing in eCommerce solution __. Qapla' is a logistics and software service",qapla.it,11-50,,Italy,Tuscany,San Casciano In,Val Di Pesa,,,,,,,,,,,,,,,,,,,,,,no,missing_added_date ; missing_last_funding_type
367,2,188,Increff,"Jul 28, 2025 12.57 PM",Increff is a retail technology company that specializes in providing software solutions increffcom,,201-500,265,United States,(USA),New York,Ulster Park,Private Equity,2016,33,,"Feb 18, 2022",Series,021.capital,nla,021.capital,33,"Ulster Park; New York 12487, US",33%,41%,-1%,0%,-16 %,117%,208%,-8%,,,no,missing_website
368,2,189,FarmIQ Systems Ltd,,"~Jul 28, 2025 12.57 PM FarmIQ is an agricultural technology company that provides farm management software__.",co.nz,11-50,,New Zealand,Wellington,Wellington,farmiq-systems-Itd,,,,,,,,,,,,,,,,,,,,,,no,missing_added_date ; missing_last_funding_type
369,2,190,Ankorstore,"Jul 28, 2025 12.57 PM",connects independent brands with retailers_. wholesale distributor that,ankorstore.com,"501-1,000",242,France,ile-De-France,Paris,arikorstore,Private Equity,2019,421.8,283.3,Jan 2022,Series,Aglae Ventures,nla,bondcap.com,,"Paris, Paris 75002, FR",-9%,-16%,-29%,29%,-51%,-68 %,81%,796%,~24%,,yes,
370,2,191,ShippyPro,"Jul 28, 2025 12.57 PM",ShippyPro is a shipping software provider that offers solutions for commerce businesses .,shippypro.com,51-200,,Italy,Tuscany,Florence,shippypro,Venture Capital,2016,20,,Nov 2023,Series,Five Elms Capital,nla,Five Elms Capital,20,"Via delle Cascine, 35; Florence, Tuscany 50144, IT",-4%,-8%,4%,-14%,1%,64%,245%,6%,,,yes,
371,2,192,LINGXING Network Technology,"Jul 28, 2025 12.57 PM",Lingxing ERP is a software company specializing providing ERP solutions for ..,lingxing.com,"501-1,000",,China,Guangdong,Shenzhen,%e6%b7%b1%e5_,Venture Capital,2017,,,"Dec 14, 2021",,,,,,"Dec 14, 2021",19%,184%,,,,,,,,,no,missing_last_funding_type
372,2,193,Hololol,,"Payhere Inc. ~Jul 28, 2025 12.57 PM specializing Payhere Inc. is a technology company point-of-sale systems and__ payhere.in",,201-500,,South Korea,Seoul,Seoul,pilyhere-inc,,,,,,,,,,,,,,,,,,,,,,no,missing_added_date ; missing_website ; missing_last_funding_type
373,2,194,6a5x,"Jul 28, 2025 12.57 PM",Kujiale is provides online 3D design tools for design software company that home .,kujiale.com,"501-1,000",273,China,Zhejiang,Hangzhou,%e9%85%b7%e5_,Venture Capital,2011,234.8,100,"Oct 24, 2019",,,,,39,"EMYDi-10-13F; #E, MHi 310000, CN",41%,~1%,5%,1%,56 %,,,,,,no,missing_last_funding_type
374,2,195,Outbuild,"Jul 28, 2025 12.57 PM",Outbuild is specializes software company that construction scheduling and:_,outbuild.com,51-200,,United States,(USA),California,San Francisco,Venture Capital,2021,14.8,,"Nov 11, 2024",Series,Bgv,nla,Manutara Venture:,,"2021 Fillmore St; San Francisco, California 94115, US",9%,27%,84%,7%,,,,,,,yes,
375,2,196,dtzumitiXTJRRA,"Jul 28, 2025 12.57 PM","Beijing Winchannel Software Technology Co , Ltd. is a software solutions provider _",winchannel.net,51-200,,China,Beijing,Haidian,"%e5%8c""97%e4_",Venture Capital,2000,,,"Nov 15, 2010",Series,Intel Capital,nla,Intel Capital,,"XRE, 1L5, CN",33%,1%,4%,~24%,~36%,-19%,,,,,yes,
376,2,197,Khulal,"Jul 28, 2025 12.57 PM",Khula digital solutions for farmers and buyers an agri-tech platform that provides Ath;;,khula.co,11-50,,South Africa,Gauteng,Johannesburg,ktiulaagriculturete __.,Venture Capital,2016,8.7,6.8,"Mar 2, 2025",Series,Absa Group,nla,AECI Limited,,"Bompas Road Dunkeld West; Johannesburg, Gauteng 2191,",21%,31%,78%,78 %,66 %,85 %,138 %,455%,-14%,,yes,
377,2,198,Fluent Commerce,"Jul 28, 2025 12.57 PM",~specializing order management and::. software company fluentcommerce con,,51-200,136,United States,(USA),nla,nla,Venture Capital,2013,28.8,22.3,"Aug 5, 2019",Series,ArdenPoint,nla,ArdenPoint,,"Level 5, 68 Harrington St; The Rocks, New South Wales 2000,",~2%,-8%,~17%,-17%,~20%,46%,97%,71%,,,no,missing_website
378,3,1,GreyOrange,"Jul 28, 2025 12.57 PM",specializing in warehouse automation and _ GreyOrange is a technology company,greyorange.com,"501-1,000",968,(USA),United States,Georgia,Roswell,Venture Capital,2012,436.8,135,"Dec 19, 2023",,,,,135,"120; Roswell, Georgia 30076, US",0%,3%,5%,10%,38%,64%,-10%,,,,no,missing_last_funding_type
379,3,2,Specright,,"Jul 28,2025 12:57 PM Specright is a software company that specializes in specification data manageme_",specright.com,51-200,126,United States,(USA),California,Tustin,,,,,,,,,,,,,,,,,,,,,,no,missing_added_date ; missing_last_funding_type
380,3,3,Astoria Solutions,,"Jul 28, 2025 12.57 PM Astoria Solutions is a technology solutions provider specializing in safety and_",astoriasolutions.com,51-200,,Singapore,nla,nia,axtoria-solutions-,,,,,,,,,,,,,,,,,,,,,,no,missing_added_date ; missing_last_funding_type
381,3,4,HostBooks Limited,"Jul 28, 2025 12.57 PM",HostBooks is a business automation solutions provider that offers range of software _.,hostbooks.com,201-500,306,India,Haryana,Gurugram,Astbooksindia,Venture Capital,2009,,,"Dec 15, 2024",,,,,,"18; Gurugram, Haryana 122015,IN",1%,9%,8%,8 %,31%,93%,81%,80%,-36%,,no,missing_last_funding_type
382,3,5,MyCloudFulfillment,,"Jul 128,2025 12.57 PM Mycloud Fulfillment is a logistics company specializing in fulfillment services for_ mycloudfulfillment.Ci",jwd-group.com,201-500,,Thailand,Bangkok,Bangkok,mycloudfulfillment,,,,,,,,,,,,,,,,,,,,,,no,missing_added_date ; missing_last_funding_type
383,3,6,dataplor,"Jul 28, 2025 12.57 PM",dataplor is a location intelligence provider that offers comprehensive data solutions to _.,dataplor.com,51-200,,(USA),United States,Florida,Boca Raton,Venture Capital,2017,37.9,20.5,"Jun 2, 2025",,,,,,"1200 N Federal Hwy; Boca Raton; Florida 33432, US",12%,17%,32%,45%,94%,72%,131%,-32%,,,no,missing_last_funding_type
384,3,7,Emulate,"Jul 28, 2025 12.57 PM",Emulate Energy is an energy technology company ' specializing in residential energy _ emulate energy,,11-50,,Sweden,Skane,Lund,ernulate-energy,Venture Capital,2020,5.5,,"Apr 1, 2025",Series,Course Corrected,nia,Helen Ventures,,"Lund, 02446, SE",7%,36%,36 %,57%,412%,,,,,,no,missing_website
385,3,8,Rubbles,,"Jul 128,2025 12.57 PM Rubbles is a data analytics and Al solutions provider that offers a range of products: rubbles ru",,51-200,106,Russia,Moscow,Moscow,rbbles,,,,,,,,,,,,,,,,,,,,,,no,missing_added_date ; missing_website ; missing_last_funding_type
386,3,9,Frontify,"Jul 28, 2025 12.57 PM",Frontify is a brand management software company that offers solutions for organizing_,frontify.com,201-500,316,Switzerland,St. Gallen,St. Gallen,fr ontify,Private Equity,2013,80.6,36,,,,,,36,"Unterstrasse 4; St Gallen, St Gallen 9000, CH",3%,5%,11%,68 %,141%,13%,,,,,no,missing_last_funding_type
387,3,10,Waitwhile,"Jul 28, 2025 12.57 PM",Waitwhile is a technology company that provides customer flow management__,waitwhile.com,11-50,,United States,(USA),California,San Francisco,Venture Capital,2017,12,,"Feb 3, 2021",Series,Crv,nla,Crv,12,"548 Market St; San Francisco, California 94104,US",5%,8%,8 %,15%,15 %,2%,-11%,123%,166%,-19%,yes,
388,3,11,Rewaa,"Jul 28, 2025 12.57 PM",ely is a technology company specializing in retail management software solutions It_,rewaatech.com,201-500,475,Saudi Arabia,Riyadh,Riyadh,rewaa-company,Venture Capital,2018,27.8,48,"Aug 27, 2023",Series,Derayah Venture Capital,nla,Svc,48,"Anas Bin Malek Road; Al Malqa, Riyadh 11564, SA",-5%,~7%,7%,15%,98%,295%,058%,059%,2%,,yes,
389,3,12,LeanDNA,"Jul 28, 2025 12.57 PM",LeanDNA is in inventory optimization and supply chain_. software company specializing,leandna.com,51-200,101,(USA),United States,Texas,Austin,Venture Capital,2014,19.5,,"Dec 10, 2019",,,,,,"611 $ Congress Ave; Suite 300; Austin, Texas 78704,US",5%,3%,6 %,~17%,23%,31%,102%,26%,,,no,missing_last_funding_type
