page,row_index,Status,Company,Added Date,Description,Notes,Website,Headcount,Employees,Country,Region,City,URL,Contact,Ownership Type,Founded,Total Funding,Total Funding SM,Last Funding Amount SM,Last Funding Date,Last Funding Type,Last Funding Lead Investors,Investor Type,Investors,Investments,Investment count,Historical deal size USD,Funding Rounds,Revenue SM,Profile last,viewed,3mo. headcount growth,6mo. headcount growth,Idcount growth,Iyr: headcount growth,2yr: heac,2yr: headcount growth,3yr: headcount growth,4yr: headcount growth,Syr: headcount growth,3mo. web traffic growth,Company addresses,Revenue growth 2023-2024,Revenue growth 2021-2024,Revenue growth 2024-2025,Revenue growth 2024-2027,IPO date
1,60,hide,Opal,"Jul 28, 2025 12.57 PM",provides,Opal,marketing technology company that,comprehensive platform for_.,workwithopal com,51-200,United States,(USA),Oregon,Portland,opal-software,Load contacts,ntacts,Venture Capital,2011,22.6,12.5,"Dec 12, 2016",Series,Accel,Corporate,InterWest Partners,ATOMIZED (acquir,nja,nja,5 %,-1%,-0%,1%,3%,2%,11%,-27%,"1060 NW 9th Avenue; Portland, OR 97209, US",nla,nla,nla,nla,nla,,,,
1,61,@telt,iStore iSend,"Jul 28, 2025 12.57 PM","2o, ZozJ",ea,provider specializing in logistics and packin _,provider specializing,iStore iSend,commerce fulfillment,logistics and packin .,istoreisend com,Se,51-200,182,Malaysia,Wviclayoic,Kuala Lumpur,Eeen,Puchong,Sl,istore-isend,Load contacts,UlG,Acuntacls,ntacts,Adi,Venture Capital,deet,t,capid,Clecid,2015,5.5,nla,Jc Lo LoL,"Jul 25, 2021",Series,Sceti,Global Brain Corporation,Sdcce,Gined,nla,Global Brain Corpa,ACclnmGe,nja,"nla | nja | nja | -3% | 4% | 2% | 5% | 18 % | 91% | 149% | -8 % | No 22, Jalan Meranti Puchong; D'25 Puchong;; Puchong; | Selangor 47120, MY | nla | nla | nla | nla | nla"
1,62,save,hide,Sindabad com,"Jul 28,2025 12.57 PM","Jul 28, 2025 12.57 PM",Sindabadcom Ltd.,that offers,Sindabad com Ltd. is a,wide range of products includin_.,wide range,an e-commerce,commerce platform,products includin_.,platform,sindabad com,sindabad.com,"501-1,000",143,Bangladesh,Dhaka,Dhaka,ndabad-com,Idabad-com,Load contacts,ntacts,Venture Capital,2016,8.3,"May 27, 2019",Series,Aavishkaar Capital,nla,Aavishkaar Capita,nja,nla,nla,nla,nja,nja,nla,nla,nja,41%,~1%,-1%,"41% | -1% | 1% | -0% | -12% | 27% | 60% | -4% | 4% | House | BD | Road 9/B, Nikunja | Khilkhet; Dhaka 1229; Dhaka, | nla | nla | nla | nla"
1,63,save,(hide,Method CRM,"Jul 28, 2025 12.57 PM",Jul 28,2025 12.57 PM,Method Integration is a technology company,Method Integration,that offers =,that offers,customizable CRM solution __.,customizable CRM solution__.,'technology company,method me,51-200,105,HI Canada,Canada,Ontario,Toronto,Jethod-integration,lethod-integration,Load contacts,ntacts,Venture Capital,2010,9.5,"Oct 31, 2015",Series,~nla,nla,nla,Klass Capital,nla,nja,nla,nla,nja,nja,nla,8 %,6%,6 %,7%,29%,"54% | 61% | 94% | -29% | 29% | 410 Adelaide St West; 3rd Floor; Toronto, Ontario MSV 1S8,CA | 410 Adelaide St West; 3rd Floor; Toronto, Ontario MSV 158, CA | nla | ~nfa | nla | nla | nla"
1,64,save,hide,Manufacture 2030,M2030,Manufacture 2030,M2030,"Jul 28, 2025 12.57 PM","28, 2025 12.57 PM",~consulting company that specializes in_,Manufacture 2030 is a sustainability,consulting company that specializes in__.,Manufacture 2030,sustainability,manufacture2030 cq,manufacture2030.c0,51-200,(UK),United Kingdom,England,Oxford,manufacture-2030,Load contacts,ntacts,Private Equity,2008,6.6,"Mar 27, 2023",Series,Amati Global Investors,nla,Amati Global Inves,Amati Global Inve:,nja,nla,nla,nla,nja,nja,nla,-10%,-16 %,16%,-15%,~15%,6%,"6 % | 122% | 180% | 716 % | 716% | -31% | 31% | 228-240 Banbury Road; Oxford, Oxfordshire OX2 7BY, GB | nla | nla | nla | nla | ~n/a | nla"
1,65,hide,TranZact,"Jul 28, 2025 12.57 PM",cloud-based inventory management solutio _.,cloud-based inventory management solutio __,TranZact is :,TranZact is,software company that provides,letstranzact com,11-50,India,Maharashtra,Mumbai,letstranzact,Load contacts,ntacts,Venture Capital,2017,"Dec 15, 2021",Series,axiomatic co.in,axiomaticco.in,nja,nla,PrimeVP,Tribe,nja,nla,nla,nla,nja,nja,nla,-1%,41%,43%,-3%,3%,1%,2%,162%,288 %,288%,234%,2%,"MIDC, Andheri East; Mumbai, Maharashtra 400096, IN | MIDC , Andheri East; Mumbai, Maharashtra 400096, IN | nla | nfa | nla | nfa | nla | nfa | nla | ~nla | nla"
1,66,save,hide,EaenM#IEiXTRAJ,Eaenu#IaEiXTRA],"Jul 28,2025 12.57 PM","Jul 28, 2025 12.57 PM",specializing in sales force automation.,eBest Mobile is a technology company,~eBest Mobile =,specializing in sales force automation _,technology company,ebestmobile com,"501-1,000",China,Shanghai,Shanghai,%e4%b8%8a%e6.,%e4%b8%8a%e6_,Load contacts,ntacts,Venture Capital,2000,nla,nia,"Feb 28,2014","Feb 28, 2014",Series,Sinovation Ventures (@IMiI,Sinovation Ventures (@IMI,nla,Sinovation Venture,nja,nla,nla,nla,nja,nja,nla,nla,-6%,~6%,6 %,-6%,~6 %,6 %,"6 % | ~21% | 221% | ~21% | nla | nla | FA(LwnMRSit4E976E4985140522301-843E; EN | m, 1N4m 200030, CN | PD(tXnAESit4E976244985140122301-8431E; EN | m, Lwm 200030, CN | nla | nla | nla | nfa | nla | ~nla | nla"
1,67,save,hide,Stable,"Jul 28, 2025 12.57 PM",Stable is,specializes,Stable,specializes in supply chain solutions for_.,risk management company that,supply chain solutions,for_.,stableprice com,51-200,Bermuda,Pembroke,Hamilton,stableprice,Load contacts,ntacts,Venture Capital,2017,112.5,"May 25, 2022",Series,Acrew Capital,nla,Syngenta,syn,nja,nla,nla,nla,nja,nja,nla,nla,nla,nla,nfa,38%,38 %,nla,nfa,nla,nfa,"-6 % | 6 % | 26 Victoria Street; Hamilton, Bermuda HM 12, BM | nla | nfa | nla | nfa | nla | nfa | nla | ~nla | nla"
1,68,save,Gave,hide,Spotio,"Jul 28, 2025 12.57 PM","28, 2025 12.57 PM",SPOTIO,offers solutions,SPOTIO is a field sales software provider that,field sales software provider that,~enhance sales productivit__.,enhance sales productivit__.,spotio.com,51-200,United States,(USA),Texas,Addison,spiotio,Load,Load contacts,contacts,ntacts,Venture Capital,2014,4.5,Jan,2020,Series,Ballast Point Ventures,nfa,nla,Castle Digital Parti,nja,nla,nla,nfa,nja,nja,nfa,4%,4%,13%,8 %,24%,"67% | 86 % | -21% | 5057 Keller Springs Rd; Suite 325; Addison, Texas 75001, US | nla | nfa | nla | nfa | nla | nfa | nla | nfa | ~nfa | nla"
1,69,hide,"Beijing Freedo Technology Co , Ltd.","Jul 28, 2025 12.57 PM","Beijing Freedo Technology Co , Ltd. is a digital","Beijing Freedo Technology Co , Ltd_",twin technology provider specializing in sma.,twin technology provider specializing,digital,sma: .,freedoonline com,201-500,China,Beijing,Beijing,technology-co-Itd,buijing-freedo-,Load contacts,ntacts,Venture Capital,2016,17.5,nla,"Dec 17, 2023",Series,nja,nla,nja,nla,Rhim #Deiait,RtimtetIDettt,nja,nla,nla,nfa,nla,56,nja,nla,nla,-33%,33%,nla,nia,nfa,nfa,"nla | nfa | nla | nla | nfa | nla | 83 % | 83% | ~Building D, Viseen International Center; No.5, Shengfang Road, | Daxing District; | Building | Daxing District; Beijing, CN | Viseen International Center; No.5_ | Beijing; CN | Shengfang Road, | nla | nfa | nla | nfa | nla | nfa | nla | ~nla | nla"
1,70,hide,hidt,Cropin,"Jul 28, 2025 12.57 PM","Jul 28,2025 12.57 PM",is an agriculture technology company that _,Cropin Technology Solutions Private Limited,agriculture technology company that_.,cropin com,cropin.com,201-500,190,India,Karnataka,Bengaluru,cropin-technology,Load contacts,ntacts,Private Equity,2010,46.4,13.8,Dec,2022,Series,abcworld com.sg,nla,Invested Developn,nla,nla,nla,25,nla,~2%,-2%,~8%,-8 %,-14%,-16 %,-16%,-24%,-6%,6 %,5%,5 %,"nla | 1021, 3rd Floor; I6th Main Road; BTM Ist Stage; Bangalore, | Karnataka 560029, IN | nla | nla | nla | nla | nla"
1,71,save,(hide,Worldia,"Jul 28, 2025 12.57 PM",Worldia,offers,platform for travel distributors to.,platform for travel distributors to._,'travel technology provider that,travel technology provider that,worldia com,51-200,207,France,ile-De-France,Paris,worldia,Load contacts,ntacts,Venture Capital,2012,44,"May 10, 2023",Series,Banque des Territoires,nla,Red River West,nla,nla,nla,20,nja,nla,0%,0%,3%,22%,69%,149%,183%,1%,"19, Rue","19, Rue Blanche; Paris, Ile-de-France 75009,FR","lanche; Paris, ile-de-France 75009, FR",nla,nfa | nla | nfa | nla | nfa | nla | ~nla | nla
1,72,save,hide,Fulfil,"28, 2025 12.57 PM","Fulfil Solutions, Inc. is a technology solutions",provider specializing i,grocery fulfillment_,fulfilai,51-200,United States,(USA),California,Mountain View,fu Ifil-solutions-inc,Load contacts,ntacts,Venture Capital,2017,60,"Feb 26, 2023",Series,Dcvc,nla,Khosla Ventures,nla,nla,nfa,nfa,nla,nla,nfa,nfa,20%,200%,nfa,nla,nfa,nfa,nfa,nfa,nfa,~nfa,,,,
1,73,Gave,Khide,Tinvio,"Jul 28, 2025 12.57 PM",reimagines how merchants and suppliers__,Tinvio ],BZB payment platform that,tinvio.com,51-200,Singapore,nla,nla,tinivio,Load contacts,ntacts,Venture Capital,2019,18.5,"Jul 14, 2021",Series,AppWorks,nla,Partech,Rock,nla,nfa,nfa,nla,3%,1%,-7%,~25%,-65%,6 %,246%,nla,"Singapore, SG",nfa,nfa,nfa,nla,~nla,,,,
1,74,save,hide,Grubtech,"Jul 28,2025 12.57 PM",specializing in,Grubtech,technology company,restaura,management__,grubtech com,51-200,188,United Arab,Emirates,Dubai,Dubai,giubtech,Load contacts,ntacts,Venture Capital,2019,33.4,"May 27, 2024",Series,Addition,nla,Jahez Internationa,nla,nla,nla,nla,4%,7%,22%,33%,40%,"""213%",840%,nla,Al Abraj Street; 1201; Dubai; AE,nla,nla,nla,nla,~nla,
1,75,save,(hide,SimpliRoute,"Jul 28, 2025 12.57 PM",SimpliRoute,that specializes in route optimization and fle.,logistics software provider,simpliroute.com,51-200,123,Chile,Santiago,Providencia,si nplit-solutions,Load contacts,ntacts,Venture Capital,2014,11.2,Dec,2021,Series,nla,nla,Plug and Play Tecl,nla,nla,nla,nla,3%,-4%,4%,-13%,8%,-27%,30%,127%,nla,"Avenida Holanda 100; Oficina 606; Providencia, Region","Metropolitana de Santiago 7510021, CL",nla,nfa,nla,nla,~nla,
1,76,save,hide,7bridges,"28, 2025 12.57 PM",Zbridges *,in supply chain management solutions,software company specializing,Thev__,theZbridges com,51-200,United Kingdom,(UK),England,London,bridges,Load contacts,ntacts,Venture Capital,2016,20.4,"Jan 16, 2022",Series A,Crane Venture Partners,nfa,LocalGlobe,nla,nla,nfa,nfa,2%,~2%,-2%,-11%,~36%,-25%,48%,142%,21%,18 Soho Square;,"ondon,; England WID 3QL, GB",nfa,nfa,nfa,nfa,,
1,77,save,hide,Pensa Systems,"Jul 28, 2025 12.57 PM",Pensa Systems,specializing,retail shelf,technology provider,inte,Iligence.,pensasystems.,com,51-200,134,United States,(USA),Texas,Austin,insa-systems,Load contacts,ntacts,Venture Capital,2016,28.2,"Jun 7, 2021",Series,ATX Venture Partners,nfa,ATX Venture Partn,nla,nfa,nfa,nla,~1%,43%,3%,-2%,2%,-0%,8 %,78%,162%,nla,4704 East Cesar Chavez Street; Building,"Texas 78702, US",Suite | Austin; | nfa | nla
1,78,hide,CallPoint New Europe EAD,"Jul 28,2025 12.57 PM",~deve,#TREEMIARTJWRA 1,lopment,and,consulting firm that_.,software,callpoint-,group_,com,"1,001-5,000",nla,Bulgaria,Sotia City,Sofia,nia,Load contacts,ntacts,Venture Capital,2004,5.9,"Jun 30,2011",Series,nla,nla,Global Finance,nla,nla,nla,nla,nla,nla,nfa,nla,nla,nla,nla,nla,nla,nla,nla,nla,nla,~nla
1,79,save,hide,GoFreight,"Jul 28, 2025 12.57 PM",GoFreight is,in freight forwarding solutions. They,software company specia,provide _.,llizing,gofreight com,51-200,United States,(USA),California,Los Angeles,hilrd-core -,technology-corp_,Load contacts,ntacts,Venture Capital,2017,28,24.1,"Nov 12, 2022",Series,Cornerstone Ventures U4;,nla,LFX Venture Partn,nla,nla,nla,nla,~1%,~0%,-0%,2%,11%,-22%,44%,192%,-17%,"Los Angeles, US",nla,nla,nla,nla | ~nla
1,81,save,hide,ChannelEngine,"Jul 28, 2025 12.57 PM",provides ecommerce solutions for brands,ChannelEngine [,digital platform that,channelengine.com,51-200,193,Netherlands,South Holland,Leiden,channelengine,Load contacts,ntacts,Private Equity,2013,57.2,49.9,"Mar 14, 2022",Series,Airbridge Equity Partners,Corporate,~silverpointventure:,vendiro nl,nfa,20,nla,1%,~0%,0%,-3%,3%,-19%,24%,121%,394%,12%,"Vondellaan 47; Leiden, 2332AA , NL",nfa,nfa,nfa,nla,nla,
1,82,ave,hide,Leverage,"Jul 28,2025 12.57 PM",Leverage Al is,company that offers Al-powered solutions,supply chain management,tryleverage.ai,51-200,United States,(USA),New York,New York,Ivrginc,Load contacts,ntacts,Venture Capital,2018,9.9,"Jul 13, 2023",Series,Chicago Ventures,nla,Tensility Venture [,nla,nla,nla,23,nla,~2%,16%,16 %,-10%,-10%,29%,400%,"1,650%",-12%,New York; US,nla,nla,nla,nla,~nla,,
1,83,save,hide,Findability Certified Professional,"Jul 28, 2025 12.57 PM",Findability Sciences,specializing,Al-driven solutions,technology company,for .,findabilitysciences c,51-200,nla,United States,(USA),Massachusetts,Woburn,findability-certified -,plofessional,Load contacts,ntacts,Venture Capital,2010,7.3,7.3,"Jul 21, 2017",Series,nla,nla,nla,nla,nla,nla,nla,nla,nla,nla,nla,nla,nla,nla,~nla,nla,nla,nfa,nfa,nla | ~nla
1,84,save,hide,Locus,"28, 2025 12.57 PM",Locus =,offers an Al-driven platform for end-tO-end_,logistics technology provider that,locus.sh,201-500,314,United States,(USA),California,Milpitas,locus-sh,Load contacts,ntacts,Private Equity,2015,78.8,Jun,2021,Series,Alpha Wave Global,nfa,Rocketship.vc,nla,nla,nla,34,nfa,~1%,~0%,-0%,1%,4%,-17%,33%,66 %,1%,"691 S Milpitas Blvd; Suite 217; Milpitas, California 95035, US",nfa,nfa,nfa,nfa,~nfa
1,86,ave,hide,ProjectManager,"Jul 28,2025 12.57 PM",ProjectManager F,~softwa,provider that offers,project management,comprehensi._,projectmanager:com,11-50,90,United States,(USA),Texas,Austin,plojectmanager-com,Load contacts,ntacts,Venture Capital,2008,3.5,3.5,"Jun 18,2014",Series,zeusmanagement com,nla,zeusmanagement,nla,nla,nla,nla,nla,3%,11%,11%,26%,40%,76%,-12%,"3420 Executive Center Drive; Austin, Texas 78731,US",nla,nla,nla,nla,~nla
1,87,save,hide,Dorabot,"Jul 28, 2025 12.57 PM",Dorabot,~smart warehouse solutions: They design _,robotics company specializing in,dorabot com,51-200,United States,(USA),Georgia,Peachtree,Corners,dorabot-inc:,Load contacts,ntacts,Venture Capital,2015,nla,"Feb 27, 2018",Series,Sinovation Ventures (@IMI,nla,Sinovation Venturt,nla,nla,nla,nla,~1%,43%,3%,-7%,-26%,-44%,~37%,~32%,nla,3000 Northwoods Parkway; Peachtree Corners; Suite 330;,"Peachtree Corners, Georgia GA 30071, US",nla,nfa,nfa,nla,~nla,
1,88,save,hide,Omie,"28, 2025 12.57 PM",Omie is a technology company that provides,an online ERP management system designe,omie,com.br,"1,001-5,000","1,578",Brazil,Sao Paulo,Sao Paulo,oinie,Load contacts,ntacts,Venture Capital,2013,137.6,nla,"Oct 25, 2021",Series,Cadonau Investimentos,Corporate,SoftBank Latin Am,app mintegra com,21.7M - 21.7M,176,nfa,3%,7%,16 %,16%,21%,9%,95%,210%,2%,"Avenida Jurubatuba 460; Sao Paulo, 04583-100,BR",nfa,nfa,nfa,nla,~nla,,
1,89,hide,#WitefmsimziR'A],"Jul 28, 2025 12.57 PM",#Wirt#FisrmtJiA],trading and data services company that _.,steel,baochunsteel com,51-200,China,Hebei,Tangshan,%e5%94%90%e5_,Load contacts,ntacts,Public,2010,7.3,7.3,"Jun 25, 2019",Series,nla,nla,nla,nla,nfa,nfa,nla,nla,nla,nfa,n/a,~20%,~20%,nfa,nfa,nla,"bWmbakrY iWv} #IL(0Mi69); EWm, patz 063000,",CN,nfa,nfa,nfa,~nla,,,,
1,91,save,hide,Xpedeon,Jul,"28, 2025 12.57 PM",Xpedeon,software provider that offers,construction management,comprehensi .,xpedeon.com,51-200,105,United Kingdom,(UK),England,London,~sciftware-Itd,iporithms -,Load contacts,ntacts,Venture Capital,1994,"Dec 18, 2022",Series,Norwest,nla,Norwest,nla,nla,nla,nla,nla,12%,36%,75%,98%,nla,nla,~27%,"25 Old Broad Street; London; England, GB",nla,nla,nla,,,
1,94,ave,hide,OmniRetail Africa,"Jul 28, 2025 12.57 PM",OmniRetail,trade,management,digital platform that provides,solutions for,omniretail africa,51-200,808,Nigeria,Lagos,Lagos,oinniretail -,technology-limited,Load contacts,ntacts,Venture Capital,2021,20,20,"Apr 27, 2025",Series,Aruwa Capital Managemen,Corporate,Norfund,Vent,Traction Apps,nla,73,nla,4%,4%,9%,"13,366%",nla,nla,nla,72%,"Lagos, Lagos, NG",nla,nla,nla,nla | ~nla
1,95,save,hide,Engage3,"Jul 28, 2025 12.57 PM",Engage3 F,that provides innovative software solutions,pricing intelligence company,engage3.com,201-500,181,United States,(USA),California,Davis,eligage3,Load contacts,ntacts,Private Equity,2008,64,Dec,2021,Series D,Arrowroot Capital Manager,Corporate,Sweetwater Privat,dexi.io,compa,nla,32,nla,4%,~5%,5%,1%,~9%,79%,123%,86 %,~42%,"707 4th St; Davis, California 95616,US",nla,nla,nla,nla,~nla
1,96,save,hide,Ironside Technologies,"28, 2025 12.57 PM",Infor is,cloud-based enterprise software solutions,software company that specializes,ironside.com,"10,000+",nla,United States,(USA),New York,New York,nia,Load contacts,ntacts,Private Equity,1996,55.2,26.7,"Apr 18, 2000",Series D,beamscope com,nfa,Delaney Capital M,nla,nla,nla,988,nla,nla,nla,nfa,nla,nla,nfa,nla,nfa,nla,nla,nfa,nfa,nfa,nfa,~nla
1,97,hide,ParallelDots,"Jul 28, 2025 12.57 PM",ParallelDots,specializing,retail execution software_,' technology company,paralleldots.com,51-200,338,United States,(USA),Washington,Seattle,plralleldots,Load contacts,ntacts,Venture,Capital,2017,6.5,4.5,"Mar 24, 2022",Series A,Btomorrow,'Ventures,nla,Btomorrow Ventur,nla,nfa,nfa,35,nla,0%,~0%,-0%,10%,34%,146%,234%,389%,nla,"600 Stewart Street;; Suite 300 and 400; Seattle, Washington","98101,US",nfa,nfa | nfa | nla
1,98,save,hide,Prokeep,"Jul 28, 2025 12.57 PM",Prokeep,that provides communication solutions for.,customer engagement platform,prokeep com,51-200,101,United States,(USA),Louisiana,New Orleans,plokeep,Load contacts,ntacts,Venture Capital,2016,34,"Nov 10, 2024",Series,bensoncpcom,nla,S3vc com,Iror,nla,nla,nla,nla,6 %,~8%,-8 %,2%,14%,80%,152%,304%,-4%,"New Orleans, LA 70115, US",nla,nla,nla,nla,~nla,
1,99,save,hide,Hover,"Jul 28, 2025 12.57 PM",Hover E,offers,innovative,construction software provider that,solutions for measuring _,hover.to,201-500,454,United States,(USA),California,San Francisco,haver-inc -,Load contacts,ntacts,Private Equity,2011,124.3,"Nov 16, 2020",Series D,Alsop Louie Partners,Corporate,Nationwide,nla,nla,nla,46,nla,~0%,-1%,-3%,3%,11%,43%,13%,62%,-23%,"225 Bush St; 7th Floor; San Francisco, California 94104,US",nla,nla,nfa,nla | ~nla
1,100,save,hide,Beacon,"28,",2025 12.57 PM,Beacon is a software company specializing in,supply chain visibility solutions_,offers_,beacon com,11-50,United Kingdom,(UK),England,London,biacon-freight,Load contacts,ntacts,Private Equity,2018,"Oct 3, 2021",Series =,8vc,nfa,8vc,Red Sea,nla,nla,nla,nla,nla,~1%,-14%/,-14%,-35%,-71%,~45%,38%,-15%,"London, England, GB",nfa,nfa,nfa,nfa,~nla,,
1,101,save,hide,Akeneo: The Product Experience,Company,"Jul 28, 2025 12.57 PM",Akeneo,in product information management (PIM) &.,technology company specializing,akeneo com,"""201-500",467,France,Pays De La Loire,Nantes,aleneo,Load contacts,ntacts,Private Equity,2013,196.4,135,"Mar 14, 2022",Series,Alven,Corporate,Kima Ventures,sigmento com,nfa,45,nla,4%,7%,4%,7%,49%,93%,132%,-5%,"place General Mellinet; NANTES, FRANCE 44100, FR",nfa,nfa,nfa,Ania,,,
1,102,hide,Alegra,"Jul 28, 2025 12.57 PM",Alegra,accounting and invoicing solutions,software company that provides,lored,alegra.com,201-500,681,Colombia,Antioquia,Medellin,alegra,Load contacts,ntacts,Private Equity,2012,0.1,nla,"Jul 10,2023",Series,Riverwood Capital,nla,Riverwood Capital,nla,nla,nla,48,nla,2%,28 %,22%,54%,132%,477%,751%,-12%,"Carrera 43C; 5-115; Medellin, Medellin 03100,CO",nla,nla,nla,nla,~nla,,
1,103,save,hide,Flexe,"Jul 28,2025 12.57 PM",Flexe,flexible warehousing infrastructure and_.,logistics company that provides,flexe.com,51-200,220,United States,(USA),Washington,Seattle,fluxe,Load contacts,ntacts,Private Equity,2013,263,119,"Jul 5,2022",Series,Activate Capital,nla,Redpoint,Sec,nla,nla,nla,nla,41%,43%,~3%,-7%,~51%,~50%,-12%,49%,~45%,"4786 Ist Ave S; 106; Seattle, Washington 98134,US",nla,nfa,nfa,nla,~nla
1,104,save,hide,Galley,Jul,"28, 2025 12.57 PM","Galley Solutions, Inc.",technology company that offers,foodservice,Culinary_.,galleysolutions com,11-50,United States,(USA),California,San Diego,Ileysolutions,Load contacts,ntacts,Venture Capital,2017,17.8,14.2,"May 22, 2022",Series,Astanor,nla,Tet Ventures,nla,nla,nla,nla,nla,1%,-8 %,8%,-18 %,10%,100%,43%,39%,"8910 University Center Ln; Suite 400; San Diego, California","92122, US",nfa,nfa,nfa,nfa
1,105,Cave,hide,Enotek =,Group,"Jul 28, 2025 12.57 PM",Enotek Group,manufacturer and software solutions provid_,logistics equipment,enotekcom,"""201-500",China,Shanghai,Shanghai,Asliftchina,Load contacts,ntacts,Venture,Venture Capital,Capital,2008,15.6,15.6,Jan,2022,Series,octcapital com.cn,nla,octcapital com.cn,nla,nfa,nfa,nla,~2%,~3%,43%,~3%,3%,~4%,nfa,nfa,nfa,nla,"9/F, Tower","201199, CN","No. 2337 Gudai Road, Minhang District; Shanghai,",nfa | ~nla | nfa
1,107,save,hide,Physna,"Jul 28,2025 12.57 PM",Physna,specializes,technology company that,3D geometric search and_.,physna com,51-200,United States,(USA),Ohio,Columbus,pliysna-Ilc,Load contacts,ntacts,Private Equity,2015,"Jun 30, 2021",Series,GV (Google Ventures),nla,Drive Capital,nla,nla,nla,nla,~9%,-28%,~37%,-37%,~42%,~56%,~31%,27%,774%,"250 West St; Columbus, Ohio 43215, US",nla,nfa,nla,nla,~nla,,,
1,108,save,(hide,Rabbot,"Jul 28,",2025 12.57 PM,Rabbot is,specializing in fleet management software.,technology solutions company,rabbotco,11-50,Brazil,Sao Paulo,Sao Paulo,rabbot-co,Load contacts,ntacts,Venture Capital,2019,4.5,"May 11, 2022",Series,Airborne Ventures,nfa,bossa invest,nla,nla,nla,nla,6%,29%,39%,8%,26%,65 %,70%,-46%,"Rua Teodoro Sampaio 1756; Sao Paulo, SP 05406-150,BR",nfa,nfa,nfa,nla,~nla,,,,
1,109,save,hide,Fulcrum,"28, 2025 12.57 PM",Fulcrum,manufacturing solutions.,software company specializing in,offers cloud-bas_,fulcrumpro_,com,51-200,United States,(USA),Minnesota,Minneapolis,atlas-solutions-inc-,Load contacts,ntacts,Venture,Venture Capital,Capital,2015,39.9,Aug,2023,Series,Battery Ventures,nfa,Waybury Capital,nla,nla,nfa,nla,9%,-8 %,-11%,3%,~1%,117%,311%,-1%,"8th St; #4600; Minneapolis, Minnesota 55402,US",nfa,nfa,nfa,~nla
1,110,hide,Everysens,"Jul 28, 2025 12.57 PM",Everysens,specializing,rail transport management,logistics technology provider,everysens com,51-200,France,ile-De-France,Paris,~evrerysens,Load contacts,ntacts,Venture Capital,2015,6.7,6.6,May,2023,Series,Aglae Ventures,nla,Kima Ventures,nla,nla,nla,nla,-2%,-12%,-10%,-18 %,10%,36 %,78%,148%,"11 bis rue Beaurepaire; Paris, Ile-de-France 75010, FR",nla,nla,nla,nla,~nla,,,
